Time,1
2018-11-09 12:08:22,"509,327,0"
2018-11-09 12:08:23,"509,326,0"
2018-11-09 12:08:24,"509,326,0"
2018-11-09 12:08:25,"509,326,0"
2018-11-09 12:08:25,"509,326,0"
2018-11-09 12:08:26,"509,326,0"
2018-11-09 12:08:27,"509,326,0"
2018-11-09 12:08:28,"509,326,0"
2018-11-09 12:08:29,"509,326,0"
2018-11-09 12:08:29,"509,326,0"
2018-11-09 12:08:30,"510,326,0"
2018-11-09 12:08:31,"509,326,0"
2018-11-09 12:08:32,"509,326,0"
2018-11-09 12:08:32,"509,326,0"
2018-11-09 12:08:33,"509,326,0"
2018-11-09 12:08:34,"509,326,0"
2018-11-09 12:08:35,"509,326,0"
2018-11-09 12:08:36,"509,326,0"
2018-11-09 12:08:36,"509,326,0"
2018-11-09 12:08:37,"509,326,0"
2018-11-09 12:08:38,"509,326,0"
2018-11-09 12:08:39,"509,326,0"
2018-11-09 12:08:40,"510,326,0"
2018-11-09 12:08:40,"510,325,0"
2018-11-09 12:08:41,"510,325,0"
2018-11-09 12:08:42,"510,325,0"
2018-11-09 12:08:43,"510,325,0"
2018-11-09 12:08:44,"510,325,0"
2018-11-09 12:08:44,"510,325,0"
2018-11-09 12:08:45,"511,325,0"
2018-11-09 12:08:46,"510,325,0"
2018-11-09 12:08:47,"511,325,0"
2018-11-09 12:08:48,"510,326,0"
2018-11-09 12:08:48,"511,326,0"
2018-11-09 12:08:49,"511,326,0"
2018-11-09 12:08:50,"511,325,0"
2018-11-09 12:08:51,"511,326,0"
2018-11-09 12:08:52,"511,326,0"
2018-11-09 12:08:53,"511,326,0"
2018-11-09 12:08:53,"512,326,0"
2018-11-09 12:08:54,"512,326,0"
2018-11-09 12:08:55,"512,326,0"
2018-11-09 12:08:56,"512,326,0"
2018-11-09 12:08:57,"511,326,0"
2018-11-09 12:08:58,"511,326,0"
